#GENE	COV002_endo	COV003_endo	COV004_endo	COV005_endo	COV006_endo	COV007_endo	COV008_endo	COV010_endo	COV011_endo	COV012_endo	COV013_endo	COV014_endo	COV015_endo	COV016_endo
RINT1	1222	2466	1656	1284	2126	1742	1975	2706	2478	2017	2483	2499	1609	2254
RIOK1	2248	2300	2940	1329	3994	2856	3074	3423	2726	3090	2810	2849	2857	4148
RIOK2	3374	4802	4416	2169	5817	3997	3514	4849	4789	4316	4018	6221	5532	6257
RIOK3	3715	4592	3283	2713	4869	4184	3911	4793	4144	4135	3721	3989	3940	4194
RIOK3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIOX1	796	1966	638	1292	743	524	1094	706	576	599	466	513	532	521
RIOX2	2373	4274	1950	2044	2452	2215	2968	2666	2026	2037	1753	1817	1810	2887
RIPK1	685	1555	652	637	748	808	1188	854	580	683	569	632	510	717
RIPK2	6532	5985	5399	3377	7866	5462	5239	9182	6922	5900	7305	4898	6471	8198
RIPK3	61	458	83	2	89	116	99	139	94	138	54	62	98	122
RIPK4	0	0	1	0	0	0	10	3	0	0	0	0	2	1
RIPOR1	1924	3854	1552	1832	1724	1891	2790	1792	1162	1651	1213	1289	892	1421
RIPOR2	25	29	37	48	22	24	39	26	53	12	30	22	75	24
RIPOR3	20	37	27	0	33	8	31	17	7	14	8	16	30	19
RIPPLY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RIPPLY2	0	0	0	0	0	0	0	0	6	0	0	0	0	0
RIPPLY3	15	14	3	1	0	2	0	0	1	0	0	0	10	3
RIT1	5339	5242	4593	4043	5303	4675	4778	6001	4433	4948	3871	4501	4868	6762
RIT2	0	9	3	0	26	0	9	5	9	0	1	0	7	8
RITA1	1281	1819	876	831	919	1082	1671	1041	736	777	783	658	646	835
RLBP1	0	0	6	0	0	3	0	0	4	0	0	0	2	2
RLF	1464	730	1398	195	1930	1049	1040	1610	1596	1698	1372	1921	1350	1281
RLIM	3677	3693	2014	1936	3737	2832	3056	3020	3016	2951	3200	2880	2741	3349
RLIMP1	2	0	6	0	0	1	0	5	2	15	0	4	0	7
RLIMP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RLN1	0	0	10	0	0	11	7	2	0	0	0	0	0	0
RLN2	2	0	8	0	18	22	53	21	33	36	33	79	16	76
RLN3	0	0	0	0	0	0	0	0	0	0	2	0	0	0
RMC1	1436	2222	1599	1505	1447	1573	2169	1807	1410	1583	1701	1636	1172	1877
RMDN1	2628	4728	3445	3131	5137	3699	3254	5305	4175	3651	4048	4269	3475	4476
RMDN2	1405	1499	1008	4	919	1115	654	2159	1018	968	1006	1737	742	749
RMDN2-AS1	0	0	5	0	0	19	0	1	9	1	19	9	4	15
RMDN3	2983	5768	3111	3217	3628	2996	3898	3336	2906	2979	2598	2789	2458	3259
RMI1	707	393	820	222	661	810	599	1206	823	796	571	1184	715	1022
RMI2	503	279	371	227	457	417	648	450	352	485	261	506	210	513
RMND1	2098	3399	1863	1459	2510	1905	2062	2158	1981	1899	2711	1882	1913	2282
RMND5A	3202	1658	2107	937	3026	2464	2744	3081	2251	2384	2360	2489	2677	2982
RMND5B	1367	2084	1019	1324	911	1110	1771	1347	927	772	971	859	833	1386
RMRP	3	8	2	4	9	9	11	2	2	9	3	3	9	15
RMRPP5	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RMST	137	0	21	39	33	25	4	63	48	0	33	8	13	64
RN7SK	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP100	0	0	0	0	0	0	6	0	0	0	0	0	0	0
RN7SKP101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP104	0	0	0	0	0	0	0	0	0	0	0	0	13	0
RN7SKP105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP106	0	0	0	0	0	4	0	1	4	0	0	0	0	0
RN7SKP107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP109	0	0	0	0	0	0	0	0	4	0	0	0	0	4
RN7SKP11	9	33	11	0	3	8	2	8	0	3	16	4	7	11
RN7SKP110	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RN7SKP111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP113	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP114	8	0	0	0	0	5	0	0	0	0	0	0	0	4
RN7SKP115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP117	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP118	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RN7SKP119	0	0	6	0	0	0	0	0	1	0	0	0	0	0
RN7SKP12	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RN7SKP120	0	0	0	0	0	0	0	13	0	0	0	0	0	0
RN7SKP121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP123	0	0	0	0	0	0	0	6	3	0	0	0	15	0
RN7SKP124	0	1	0	0	0	0	0	0	0	0	0	0	1	0
RN7SKP125	0	0	0	0	6	0	0	0	1	0	0	0	2	0
RN7SKP126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP127	0	0	0	0	0	0	2	0	2	0	1	0	0	16
RN7SKP128	0	0	0	0	0	0	4	0	0	0	0	0	0	0
RN7SKP129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP13	0	0	0	0	0	0	0	0	0	0	71	0	2	0
RN7SKP130	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RN7SKP131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP133	0	0	0	6	0	0	0	0	0	0	0	0	1	3
RN7SKP134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP137	0	0	0	0	0	0	0	0	3	0	1	0	0	0
RN7SKP139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP140	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP142	0	0	5	0	0	0	0	3	11	0	0	5	0	0
RN7SKP143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP144	0	0	0	0	0	3	0	2	0	0	0	0	0	0
RN7SKP145	0	0	0	0	0	0	0	0	0	0	0	0	2	3
RN7SKP146	0	0	5	0	0	1	1	0	0	0	0	0	0	0
RN7SKP147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP148	0	0	4	0	0	2	7	0	0	0	0	0	0	0
RN7SKP149	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP15	2	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP150	0	0	5	0	0	0	6	6	0	3	0	0	1	0
RN7SKP151	0	0	0	0	0	0	0	3	0	0	0	0	5	0
RN7SKP152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP153	0	0	0	0	0	0	0	0	0	0	0	0	9	2
RN7SKP154	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RN7SKP155	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RN7SKP156	0	0	0	0	0	0	0	0	0	0	0	9	0	3
RN7SKP157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP16	0	0	4	0	0	6	0	14	0	3	0	1	0	1
RN7SKP160	0	0	0	0	0	3	0	3	0	0	5	0	0	2
RN7SKP161	0	228	14	11	0	0	0	0	0	0	9	0	12	7
RN7SKP162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP163	15	0	0	0	0	2	8	0	0	5	0	0	14	0
RN7SKP164	0	0	1	0	0	18	0	0	0	1	0	0	0	1
RN7SKP165	4	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP169	0	0	6	0	0	0	0	0	0	0	0	0	0	0
RN7SKP17	0	0	0	0	0	0	0	0	6	0	0	0	0	0
RN7SKP170	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RN7SKP171	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP172	0	0	0	0	2	1	1	3	0	2	0	3	0	9
RN7SKP173	1	0	0	0	0	8	11	0	0	0	0	3	0	0
RN7SKP174	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RN7SKP175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP177	0	0	15	0	0	1	0	3	2	0	0	0	0	0
RN7SKP178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP179	0	0	3	0	0	0	0	0	0	0	0	0	18	10
RN7SKP18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP180	1	0	0	0	0	0	0	0	1	0	0	0	0	0
RN7SKP181	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RN7SKP182	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RN7SKP183	0	0	3	0	0	0	3	0	0	0	0	0	9	0
RN7SKP184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP186	0	0	0	1	0	0	0	0	4	0	0	0	0	0
RN7SKP187	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP188	4	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP190	0	0	0	0	0	0	0	0	10	0	0	1	0	0
RN7SKP191	0	0	0	49	0	0	1	5	2	0	0	0	12	26
RN7SKP192	0	0	1	0	0	0	2	5	2	0	0	1	0	11
RN7SKP193	19	0	6	0	0	2	3	0	1	0	0	1	0	3
RN7SKP194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP196	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP197	0	0	0	0	1	0	3	0	6	0	0	3	14	4
RN7SKP198	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RN7SKP199	3	0	0	0	2	0	0	0	0	0	0	0	0	0
RN7SKP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP200	0	0	10	0	0	0	0	0	0	0	0	0	0	0
RN7SKP202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP203	0	0	0	0	0	0	0	0	0	0	0	0	3	0
RN7SKP204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP206	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RN7SKP207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP208	5	58	2	0	0	1	4	0	1	3	1	0	2	0
RN7SKP209	0	0	0	0	0	0	0	0	8	0	0	5	26	13
RN7SKP21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP211	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP212	48	0	8	0	21	0	0	1	0	0	0	0	0	4
RN7SKP213	46	3	2	0	6	1	0	0	3	0	14	4	0	9
RN7SKP214	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP216	0	0	0	0	0	0	0	0	0	1	0	0	0	5
RN7SKP217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP219	0	0	0	0	1	0	0	0	0	0	7	0	0	0
RN7SKP22	4	3	0	0	0	0	0	0	1	0	0	0	0	1
RN7SKP220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP222	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RN7SKP223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP224	0	0	0	0	4	0	0	0	1	0	2	2	5	0
RN7SKP225	0	0	2	0	2	1	0	1	17	0	16	1	0	0
RN7SKP226	0	0	0	0	0	0	4	0	0	0	0	0	0	0
RN7SKP227	0	0	2	0	0	0	0	0	0	0	0	0	13	0
RN7SKP228	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP229	0	0	0	115	18	0	8	0	3	0	38	1	0	17
RN7SKP23	5	0	9	1	4	6	7	4	1	6	11	3	4	6
RN7SKP230	8	0	0	0	1	0	0	3	1	0	0	2	0	0
RN7SKP231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP232	0	0	0	0	0	17	0	0	0	0	3	6	0	0
RN7SKP233	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP234	0	0	0	0	0	3	0	0	0	0	0	0	0	0
RN7SKP235	0	0	0	0	0	0	0	2	0	0	0	0	0	0
RN7SKP236	0	0	0	0	0	0	0	0	1	0	0	0	0	6
RN7SKP237	0	0	5	0	1	4	3	3	2	0	0	0	0	2
RN7SKP238	0	0	0	0	0	0	10	0	0	0	0	0	0	0
RN7SKP239	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP24	0	0	0	0	0	6	0	0	10	0	0	0	0	10
RN7SKP240	0	0	16	0	2	8	3	0	12	0	0	0	10	5
RN7SKP241	0	0	0	0	0	0	1	0	0	0	0	0	0	3
RN7SKP242	0	0	2	0	0	0	0	4	0	0	0	0	0	0
RN7SKP243	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP244	0	0	0	0	0	0	0	0	8	0	0	0	0	0
RN7SKP245	0	0	0	0	0	0	0	2	0	0	0	1	0	10
RN7SKP246	0	0	0	0	0	4	4	0	0	0	6	0	0	0
RN7SKP247	0	0	0	0	0	1	0	0	0	0	1	5	2	0
RN7SKP248	0	0	0	0	0	0	0	0	0	0	0	0	8	0
RN7SKP249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP250	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP251	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RN7SKP252	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RN7SKP253	0	0	4	0	0	0	3	0	0	1	1	0	0	3
RN7SKP254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP255	1	0	0	0	0	3	0	0	0	1	1	0	0	0
RN7SKP256	4	0	0	0	0	0	0	0	0	0	0	0	0	11
RN7SKP257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP258	0	64	12	0	3	0	2	0	33	4	72	0	0	4
RN7SKP259	4	0	1	0	0	1	0	0	0	0	11	0	0	0
RN7SKP26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP261	0	0	0	0	0	4	0	0	0	0	0	0	3	5
RN7SKP262	0	0	0	0	0	2	0	0	0	0	0	0	0	0
RN7SKP263	5	0	0	0	0	0	1	0	0	0	0	0	0	0
RN7SKP264	0	0	6	3	1	0	4	0	0	1	0	1	0	0
RN7SKP265	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP266	1	0	29	0	0	28	7	12	6	7	39	31	0	0
RN7SKP267	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP268	5	0	2	0	11	3	0	0	12	5	0	3	2	0
RN7SKP269	0	0	15	0	14	0	6	5	1	0	0	1	16	2
RN7SKP27	0	0	0	0	0	0	0	0	0	0	0	0	0	3
RN7SKP270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP271	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP272	0	0	0	0	3	0	0	0	3	0	0	0	3	0
RN7SKP273	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RN7SKP275	3	0	4	0	4	3	6	1	4	1	0	4	6	9
RN7SKP276	0	0	0	0	0	0	2	0	0	0	0	0	0	0
RN7SKP277	0	0	0	0	0	0	1	0	0	16	0	0	0	0
RN7SKP278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP279	0	0	0	0	0	0	0	0	0	0	0	0	5	0
RN7SKP28	0	0	0	0	0	5	3	3	0	0	0	0	0	0
RN7SKP280	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP281	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RN7SKP282	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP283	0	1	0	0	0	0	0	0	0	0	1	0	0	0
RN7SKP284	0	0	0	0	0	0	0	0	0	0	0	0	6	0
RN7SKP285	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP286	0	0	0	0	0	0	0	0	0	0	0	0	0	5
RN7SKP287	0	0	6	0	0	1	0	1	0	0	0	0	0	0
RN7SKP288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP289	9	0	0	0	0	0	0	3	0	0	0	0	0	0
RN7SKP29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP290	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP291	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP292	1	0	5	0	2	0	4	0	0	1	0	0	0	4
RN7SKP293	1	0	0	0	0	0	0	0	0	0	0	2	0	0
RN7SKP294	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SKP295	9	0	0	0	0	0	8	0	0	0	16	0	52	17
RN7SKP296	0	0	0	0	0	1	6	0	0	0	3	0	0	0
RN7SKP297	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP298	10	0	0	0	0	0	0	0	0	4	0	0	4	0
RN7SKP299	0	0	0	0	2	0	0	1	0	0	7	1	0	9
RN7SKP3	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RN7SKP30	0	0	0	0	0	0	1	1	0	0	0	0	0	0
RN7SKP31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP33	14	0	0	0	0	3	0	2	5	0	0	0	15	1
RN7SKP34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP36	0	1	0	0	0	0	1	0	1	0	0	0	0	0
RN7SKP37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP38	7	19	0	0	0	2	13	5	2	0	0	0	10	0
RN7SKP39	0	0	3	0	9	0	0	3	6	0	32	0	24	0
RN7SKP4	19	0	1	0	22	2	9	7	9	0	0	0	0	12
RN7SKP40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP42	7	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP44	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RN7SKP45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP47	0	0	0	0	14	0	0	0	0	0	0	0	0	0
RN7SKP48	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RN7SKP49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP50	0	0	0	0	0	0	0	0	0	0	0	2	0	0
RN7SKP51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP52	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RN7SKP53	0	0	0	0	0	4	0	0	0	0	0	0	0	0
RN7SKP54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP55	0	0	11	0	3	0	0	0	0	0	7	0	1	1
RN7SKP56	0	0	3	0	2	0	2	11	23	0	0	8	0	0
RN7SKP57	1	0	0	0	0	0	0	0	0	0	0	0	16	0
RN7SKP58	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RN7SKP59	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP61	0	0	0	0	0	0	0	0	0	0	6	0	0	0
RN7SKP62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP64	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RN7SKP65	14	0	1	0	5	0	0	0	0	0	2	0	0	0
RN7SKP66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP69	29	0	11	0	0	0	1	1	1	0	0	0	0	0
RN7SKP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP71	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RN7SKP72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP73	0	0	0	0	0	0	0	0	0	0	0	0	0	4
RN7SKP74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP76	0	0	0	0	0	0	0	0	0	0	3	0	0	0
RN7SKP77	0	0	0	0	0	0	0	0	8	0	0	0	0	0
RN7SKP78	3	0	8	0	13	0	0	0	2	4	0	0	0	6
RN7SKP79	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP80	0	0	0	0	0	10	5	7	11	1	13	7	1	5
RN7SKP81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP83	0	0	7	0	0	0	0	6	9	0	0	0	4	1
RN7SKP85	3	0	0	0	0	0	0	0	0	0	0	0	12	3
RN7SKP86	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RN7SKP87	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP88	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP89	33	0	1	0	0	0	0	0	0	0	0	2	0	0
RN7SKP9	0	0	0	0	0	6	8	0	5	0	0	1	0	4
RN7SKP90	8	0	5	0	0	2	0	14	1	1	11	4	7	3
RN7SKP91	24	0	12	19	0	4	0	0	8	0	0	0	0	0
RN7SKP92	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP93	0	0	0	0	0	0	1	0	3	0	0	0	0	0
RN7SKP94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP95	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP96	0	0	6	0	0	0	0	0	2	0	0	0	0	0
RN7SKP97	0	0	6	0	7	0	3	1	1	3	0	0	0	0
RN7SKP98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SKP99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL1	113	191	137	113	98	118	186	149	116	187	115	117	83	125
RN7SL100P	0	0	0	0	0	1	1	1	0	0	0	0	0	0
RN7SL101P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL104P	10	0	0	2	2	3	0	3	1	0	0	0	1	1
RN7SL105P	0	0	0	0	0	1	0	0	3	0	0	0	0	1
RN7SL106P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL107P	9	0	0	0	0	16	0	0	0	0	0	0	4	2
RN7SL108P	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RN7SL110P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL111P	0	0	0	0	15	0	0	0	0	0	0	0	0	0
RN7SL113P	0	0	1	0	0	0	4	0	4	0	9	0	3	0
RN7SL116P	0	0	0	0	0	2	0	1	0	0	0	0	0	0
RN7SL117P	0	0	0	0	0	0	0	0	0	0	0	0	2	0
RN7SL118P	2	0	3	0	0	3	0	2	0	1	0	5	0	12
RN7SL11P	5	0	7	0	0	1	2	0	2	0	0	0	0	1
RN7SL120P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL121P	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RN7SL122P	9	0	0	0	0	0	0	0	0	0	0	0	0	6
RN7SL123P	0	0	1	0	0	1	0	0	0	0	0	0	0	0
RN7SL124P	8	1	0	0	0	0	1	0	0	0	0	0	0	0
RN7SL125P	0	0	0	0	2	0	0	0	0	0	0	0	0	1
RN7SL126P	0	0	0	0	0	0	0	0	0	0	0	0	8	0
RN7SL127P	0	0	0	0	1	0	0	0	0	0	6	0	0	1
RN7SL128P	0	0	0	3	1	0	1	0	2	0	0	2	0	1
RN7SL12P	0	0	0	0	0	0	0	0	0	3	0	6	0	0
RN7SL130P	1	0	12	0	7	1	4	2	11	0	0	2	5	12
RN7SL131P	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RN7SL132P	0	0	0	0	0	1	0	0	2	0	0	0	6	0
RN7SL134P	0	6	0	0	1	0	0	0	0	0	0	0	0	0
RN7SL135P	4	0	0	0	0	0	0	0	0	0	0	0	13	4
RN7SL138P	0	0	9	0	2	0	0	0	1	0	0	0	0	0
RN7SL140P	0	0	2	0	0	1	0	4	2	0	0	0	1	0
RN7SL141P	30	0	12	0	2	5	19	10	9	2	0	3	2	2
RN7SL143P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL144P	1	1	0	0	0	1	0	0	0	0	0	0	0	0
RN7SL145P	0	2	0	0	1	0	0	3	0	0	0	0	0	1
RN7SL146P	0	0	2	0	0	4	1	4	0	0	0	0	0	0
RN7SL147P	0	0	3	0	0	0	0	0	1	0	0	0	0	0
RN7SL148P	0	0	0	0	0	0	0	0	3	0	0	0	0	0
RN7SL149P	7	0	1	0	0	0	0	0	2	0	0	2	2	0
RN7SL14P	0	0	0	0	0	0	2	1	0	1	0	0	0	0
RN7SL150P	5	0	0	0	0	3	3	1	0	0	0	0	4	0
RN7SL151P	6	0	8	0	0	0	0	2	0	0	0	2	1	0
RN7SL152P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL153P	0	0	1	0	0	0	9	0	0	0	7	0	0	0
RN7SL154P	0	1	0	0	0	0	0	0	0	0	0	0	0	0
